name,percent
John,0.071034
William,0.062604
James,0.04258
George,0.037242
Charles,0.033925
Frank,0.025713
Joseph,0.022305
Robert,0.021236
Henry,0.019623
Harry,0.01959
Edward,0.019064
Thomas,0.018379
Walter,0.015914
Arthur,0.01345
Fred,0.012589
Albert,0.011838
Clarence,0.008504
Roy,0.007861
Louis,0.007184
Samuel,0.006808
Charlie,0.006658
Ernest,0.006466
Willie,0.006332
Earl,0.006215
Richard,0.006215
David,0.006107
Carl,0.005789
Joe,0.005697
Oscar,0.005246
Will,0.005121
Paul,0.005071
Ralph,0.004904
Jesse,0.004812
Andrew,0.004804
Alfred,0.004586
Raymond,0.004561
Benjamin,0.004486
Elmer,0.004411
Daniel,0.004219
Howard,0.004185
Sam,0.004085
Herbert,0.003901
Frederick,0.003425
Lee,0.003425
Peter,0.003425
Eugene,0.003408
Harold,0.003408
Michael,0.0033
Leo,0.003283
Herman,0.003191
Lewis,0.003133
Lawrence,0.003108
Jack,0.003074
Francis,0.003032
Ben,0.003024
Ray,0.002916
Claude,0.002899
Martin,0.002899
Tom,0.002899
Floyd,0.002849
Edgar,0.002824
Jim,0.002807
Edwin,0.002698
Clyde,0.002648
Harvey,0.002473
Jacob,0.002423
Leonard,0.002297
Otto,0.002231
Chester,0.002197
Ed,0.002189
Luther,0.002114
Guy,0.00208
Jessie,0.002013
Leroy,0.001972
Patrick,0.001896
Lester,0.00188
Homer,0.001863
Stanley,0.001863
Archie,0.001846
Hugh,0.00183
Oliver,0.001821
Ira,0.001746
Clifford,0.001729
August,0.001721
Alexander,0.001687
Eddie,0.001646
Leon,0.001646
Philip,0.001604
Theodore,0.001587
Allen,0.001579
Anthony,0.001579
Isaac,0.001562
Charley,0.001529
Lloyd,0.00152
Russell,0.00152
Leslie,0.001512
Bert,0.001504
Bernard,0.001487
Grover,0.001479
Sidney,0.00147
Emil,0.001378
Everett,0.001362
Horace,0.001353
Dan,0.001337
Julius,0.001328
Warren,0.001312
Harrison,0.001303
Norman,0.001303
Stephen,0.001303
Dave,0.00127
Alex,0.001228
Alvin,0.001228
Percy,0.00117
Victor,0.001153
Wallace,0.001153
Marion,0.001144
Wesley,0.001094
Willis,0.001078
Milton,0.001053
Earnest,0.001019
Cecil,0.001002
Otis,0.000994
Glenn,0.000977
