name,percent
Lisa,0.032416
Kimberly,0.01836
Mary,0.016456
Michelle,0.015467
Karen,0.014495
Susan,0.013541
Patricia,0.011462
Tammy,0.010608
Angela,0.01056
Jennifer,0.010379
Cynthia,0.009919
Donna,0.0097
Julie,0.009299
Deborah,0.009258
Pamela,0.009257
Elizabeth,0.009049
Sandra,0.009029
Linda,0.008871
Christine,0.00886
Laura,0.008856
Lori,0.008361
Melissa,0.008122
Tina,0.007915
Dawn,0.007749
Brenda,0.007575
Kelly,0.007546
Barbara,0.007481
Sharon,0.007443
Teresa,0.007417
Amy,0.007405
Tracy,0.007123
Denise,0.006717
Nancy,0.006679
Cheryl,0.006674
Debra,0.006414
Michele,0.006087
Kathleen,0.005977
Stephanie,0.005789
Rhonda,0.005584
Rebecca,0.005571
Wendy,0.005424
Robin,0.005376
Kim,0.005238
Maria,0.005186
Diane,0.004985
Theresa,0.004959
Jacqueline,0.00476
Carol,0.004706
Jill,0.004482
Paula,0.004476
Sheila,0.004102
Andrea,0.004067
Sherry,0.003978
Catherine,0.003963
Margaret,0.00396
Cindy,0.00387
Janet,0.003665
Gina,0.00362
Kathy,0.0036
Carolyn,0.003485
Ann,0.003415
Suzanne,0.003239
Laurie,0.003227
Diana,0.003134
Beth,0.003101
Renee,0.003053
Christina,0.003042
Dana,0.003004
Tracey,0.002921
Connie,0.002909
Leslie,0.002846
Terri,0.002802
Debbie,0.002759
Valerie,0.002744
Monica,0.002688
Stacey,0.002611
Carla,0.002566
Katherine,0.002563
Annette,0.002521
Janice,0.002478
Lynn,0.002453
Regina,0.002447
Anne,0.002368
Wanda,0.002331
Sarah,0.002298
Kathryn,0.002281
Heidi,0.002259
Anita,0.002207
Shelly,0.002199
Bonnie,0.00219
Stacy,0.002149
Colleen,0.002134
Sherri,0.002133
Darlene,0.002121
Anna,0.00209
Tonya,0.002068
Judy,0.001999
Tamara,0.001983
Cathy,0.001949
Joyce,0.001937
Holly,0.001935
Melinda,0.001927
Victoria,0.001916
Kristine,0.001888
Deanna,0.001879
Martha,0.001864
Kristin,0.001857
April,0.001852
Beverly,0.001833
Judith,0.001833
Jane,0.001831
Penny,0.001771
Veronica,0.001758
Marie,0.001757
Vicki,0.001738
Melanie,0.001737
Julia,0.001734
Jodi,0.001726
Maureen,0.00172
Shannon,0.001705
Betty,0.001681
Virginia,0.001676
Jean,0.001663
Shirley,0.001663
Heather,0.001651
Sonya,0.001634
Gloria,0.001631
Ruth,0.001623
Yvonne,0.001607
Ellen,0.001598
Yolanda,0.001575
Joan,0.001553
Joanne,0.001553
Sheri,0.001549
Rita,0.001532
Dorothy,0.001518
Traci,0.001514
