name,percent
Mary,0.054448
Helen,0.024975
Margaret,0.019614
Dorothy,0.017444
Ruth,0.017191
Anna,0.015338
Elizabeth,0.013824
Mildred,0.013564
Marie,0.011416
Alice,0.011137
Frances,0.0106
Florence,0.010207
Ethel,0.009887
Lillian,0.009835
Gladys,0.009164
Rose,0.00915
Evelyn,0.009005
Edna,0.008733
Annie,0.008385
Louise,0.008244
Irene,0.007822
Catherine,0.007533
Grace,0.007493
Hazel,0.00723
Thelma,0.007095
Gertrude,0.00699
Ruby,0.006897
Martha,0.006811
Virginia,0.006806
Josephine,0.006677
Lucille,0.00642
Clara,0.006351
Bertha,0.006319
Emma,0.006215
Edith,0.006176
Beatrice,0.005857
Bessie,0.005702
Esther,0.005671
Pearl,0.005189
Sarah,0.00518
Agnes,0.005146
Pauline,0.005132
Myrtle,0.005113
Elsie,0.005106
Eva,0.005063
Mabel,0.005058
Ida,0.005022
Viola,0.004977
Julia,0.004944
Minnie,0.004727
Nellie,0.004598
Ann,0.00439
Laura,0.004374
Lillie,0.00435
Willie,0.004283
Eleanor,0.004278
Katherine,0.004178
Bernice,0.004099
Marion,0.004059
Mattie,0.004016
Alma,0.003882
Ella,0.003785
Jessie,0.003675
Doris,0.003665
Mae,0.003467
Lena,0.003413
Anne,0.00336
Marjorie,0.003317
Betty,0.00331
Carrie,0.003289
Vera,0.00321
Stella,0.003145
Hattie,0.003131
Blanche,0.003072
Lucy,0.003055
Lois,0.003031
Jean,0.002971
Fannie,0.00295
Leona,0.002909
Kathryn,0.002855
Jennie,0.002821
Beulah,0.002697
Rosa,0.002695
Marguerite,0.00259
Cora,0.002573
Mamie,0.002573
Opal,0.002504
Ellen,0.002475
Violet,0.002473
Velma,0.002466
Georgia,0.002406
Sylvia,0.002382
Lula,0.002323
Ada,0.002287
Maggie,0.002239
Theresa,0.002208
Inez,0.002187
Genevieve,0.002163
Charlotte,0.002137
Sadie,0.00211
Daisy,0.002091
Susie,0.002046
Dora,0.001986
Alberta,0.001984
Nancy,0.001932
Marian,0.001922
Vivian,0.001913
Hilda,0.001891
Flora,0.001889
Emily,0.001874
Nora,0.001796
Estelle,0.001789
Eunice,0.001767
Rosie,0.001755
Juanita,0.001743
Jane,0.001691
Geneva,0.001667
Lucile,0.001667
Wilma,0.001665
Lola,0.001634
Mable,0.001619
Katie,0.001603
Christine,0.001586
Loretta,0.001562
Olive,0.001541
Harriet,0.001519
Lottie,0.001512
Sara,0.00151
Nettie,0.001495
Verna,0.001493
Kathleen,0.001483
Sophie,0.001481
Essie,0.001479
Maria,0.001476
Eula,0.001467
Barbara,0.001459
Della,0.001436
May,0.001417
Goldie,0.001412
Erma,0.001376
Maude,0.001371
Victoria,0.001369
Effie,0.001364
Sallie,0.001355
Madeline,0.001333
Caroline,0.001316
Sally,0.001316
Geraldine,0.001314
Irma,0.001304
Ollie,0.001283
Rachel,0.001283
Lydia,0.001278
Henrietta,0.001252
Rebecca,0.001235
Lizzie,0.001204
Naomi,0.001197
Addie,0.00118
Ora,0.00118
Norma,0.001159
Nina,0.00114
Lela,0.001118
Audrey,0.00108
Amelia,0.001071
Roberta,0.001033
Etta,0.001025
Leola,0.001011
Ola,0.001006
Iva,0.000968
Celia,0.000959
Mollie,0.000952
Maxine,0.000947
Adeline,0.000942
Susan,0.000942
Fern,0.000937
Phyllis,0.000937
Isabel,0.000928
Isabelle,0.000925
Flossie,0.000923
Jeanette,0.000911
Olga,0.000909
Estella,0.000899
Janie,0.000899
Bonnie,0.000892
Luella,0.000892
Winifred,0.000882
Miriam,0.000878
Muriel,0.000868
Jewell,0.000863
Regina,0.000856
Cleo,0.000851
Alta,0.000827
Jeannette,0.000827
Freda,0.000823
Elva,0.000816
Anita,0.000806
Cecelia,0.000799
Nannie,0.000796
Rita,0.000794
Carolyn,0.000789
Antoinette,0.000763
Frieda,0.000761
Jewel,0.000758
Nell,0.000758
Shirley,0.000758
Patricia,0.000754
Fay,0.000751
Veronica,0.000749
Faye,0.000744
Lila,0.000742
Lorraine,0.000739
Wanda,0.000734
Dorothea,0.000732
Hannah,0.000727
Margie,0.000727
Johnnie,0.000713
Ina,0.000706
Janet,0.000706
Marcella,0.000706
June,0.000703
Dolores,0.000701
Selma,0.000699
Virgie,0.000699
Lorene,0.000692
Adele,0.000687
Amy,0.000684
Cecilia,0.000684
Matilda,0.00067
Rosalie,0.00067
Amanda,0.000663
Dollie,0.000663
Sue,0.000661
Angeline,0.000658
Claire,0.000653
Eliza,0.000651
Elma,0.000651
Eloise,0.000651
Sophia,0.000644
Constance,0.000622
Angela,0.00062
Eileen,0.000615
Rena,0.000603
Josie,0.000599
Angelina,0.000594
Winnie,0.000591
Gracie,0.000587
Millie,0.000587
Callie,0.000582
Elnora,0.000575
Gussie,0.000572
Allie,0.000565
Reba,0.00056
Hallie,0.000558
Annette,0.000553
Francis,0.000539
Helene,0.000539
Lee,0.000534
Jeanne,0.000525
Zelma,0.000525
Teresa,0.000522
Tillie,0.000522
Madge,0.000517
Lenora,0.00051
Elvira,0.000508
Hester,0.000506
Lorena,0.000506
Olivia,0.000503
Lessie,0.000496
Arlene,0.000494
Adelaide,0.000491
Kate,0.000491
Leah,0.000491
Peggy,0.000486
Cornelia,0.000482
Letha,0.000482
Ila,0.000475
Maudie,0.000472
Joan,0.000467
Bertie,0.000465
Elaine,0.000465
Odessa,0.000463
Belle,0.000458
Edythe,0.000448
Birdie,0.000446
Cecile,0.000446
Carol,0.000441
Ernestine,0.000439
Clarice,0.000434
Augusta,0.000432
Carmen,0.000432
Harriett,0.00042
Pearlie,0.00042
Rosetta,0.00042
Helena,0.000417
Iola,0.000415
Lora,0.000413
Rhoda,0.000405
Ophelia,0.000403
Roxie,0.000403
Eugenia,0.000401
Bettie,0.000396
Frankie,0.000396
Billie,0.000393
Dessie,0.000391
Leila,0.000389
Melba,0.000382
Nola,0.000377
Katharine,0.000374
Corine,0.000372
Myra,0.00037
Lily,0.000367
Gwendolyn,0.00036
Isabella,0.00036
Zella,0.00036
Delia,0.000355
Corinne,0.000348
Molly,0.000348
Eleanore,0.000343
Lou,0.000343
Iris,0.000341
Maud,0.000341
Wilhelmina,0.000341
Jannie,0.000339
Mayme,0.000339
Priscilla,0.000339
Aline,0.000336
Alyce,0.000336
Johanna,0.000336
Neva,0.000336
Rosemary,0.000336
Carmela,0.000334
Lenore,0.000334
Catharine,0.000331
Lelia,0.000329
Merle,0.000329
Claudia,0.000327
Linda,0.000327
Joyce,0.000322
Natalie,0.000322
Nona,0.000322
Laverne,0.00032
Oma,0.00032
Willa,0.00032
Elinor,0.000317
Dolly,0.000315
Gertie,0.000312
Yvonne,0.000312
Cecil,0.00031
Christina,0.00031
Jimmie,0.00031
Connie,0.000308
Isabell,0.000308
Lilly,0.000308
Pansy,0.000308
Berniece,0.000303
Eddie,0.0003
Iona,0.000296
Rosella,0.000296
Aileen,0.000293
Lucinda,0.000293
Maurine,0.000291
Annabelle,0.000289
Erna,0.000286
Tessie,0.000281
Louella,0.000279
Dovie,0.000274
Gloria,0.000274
Verda,0.000269
Lulu,0.000267
Ione,0.000265
Loraine,0.000265
Florine,0.000262
Lona,0.000262
Polly,0.000262
Vesta,0.00026
Leota,0.000258
Blanch,0.000255
Cassie,0.000255
Donna,0.000255
Hettie,0.000255
Vada,0.000255
Georgie,0.000253
Kay,0.000253
Maybelle,0.000253
Alvina,0.00025
Estell,0.00025
Sybil,0.00025
Arline,0.000248
Floy,0.000248
Leora,0.000248
Elisabeth,0.000243
Fanny,0.000243
Hortense,0.000243
Lettie,0.000243
Mona,0.000241
Artie,0.000238
Minerva,0.000238
Mittie,0.000236
Imogene,0.000234
Leone,0.000234
Bernadine,0.000231
Leta,0.000231
Bernadette,0.000229
Gretchen,0.000227
Lura,0.000227
Mathilda,0.000227
Alpha,0.000224
Clare,0.000224
Concetta,0.000224
Ona,0.000224
Earline,0.000219
Ester,0.000219
Althea,0.000217
Era,0.000217
Reva,0.000217
Beryl,0.000215
Phoebe,0.000215
Carmella,0.000212
Janice,0.000212
Nadine,0.000212
Paula,0.000212
Bess,0.00021
John,0.00021
Stephanie,0.00021
Angie,0.000207
Rae,0.000207
Adell,0.000205
Allene,0.000205
Dixie,0.000205
Lauretta,0.000205
Zelda,0.000205
Cynthia,0.000203
Linnie,0.000203
Magnolia,0.000203
Louisa,0.0002
Mozelle,0.0002
Ramona,0.0002
Rubye,0.0002
Orpha,0.000198
Tommie,0.000198
Avis,0.000196
Corrine,0.000196
Mercedes,0.000196
Idella,0.000193
Philomena,0.000193
Alva,0.000191
Elsa,0.000191
Mazie,0.000191
