name,percent
Michael,0.040331
David,0.039334
John,0.037072
James,0.035208
Robert,0.033824
Mark,0.026795
William,0.022276
Richard,0.019084
Thomas,0.017414
Steven,0.014957
Jeffrey,0.014851
Joseph,0.013657
Charles,0.01354
Kevin,0.013409
Timothy,0.013106
Kenneth,0.012103
Daniel,0.012006
Paul,0.01189
Scott,0.011096
Brian,0.010467
Gary,0.010274
Donald,0.009927
Gregory,0.009909
Ronald,0.009653
Anthony,0.009359
Christopher,0.008039
Stephen,0.007448
Douglas,0.007407
Edward,0.007368
Larry,0.006763
George,0.006321
Terry,0.006117
Randy,0.005832
Dennis,0.00579
Keith,0.005701
Mike,0.005408
Jerry,0.005276
Eric,0.005152
Patrick,0.00513
Bruce,0.004974
Frank,0.004834
Peter,0.004794
Craig,0.004752
Ricky,0.004645
Steve,0.004634
Todd,0.004523
Roger,0.004478
Raymond,0.004455
Jeff,0.00439
Jeffery,0.004138
Alan,0.003999
Andrew,0.003937
Tony,0.003848
Danny,0.003806
Russell,0.003405
Carl,0.003362
Chris,0.00334
Dale,0.003334
Matthew,0.003286
Joe,0.003272
Wayne,0.003129
Gerald,0.003071
Randall,0.003055
Glenn,0.002908
Tim,0.002899
Barry,0.002884
Lawrence,0.002823
Billy,0.002797
Phillip,0.002769
Johnny,0.002736
Jimmy,0.002662
Rodney,0.002629
Martin,0.002536
Walter,0.002528
Curtis,0.002523
Bobby,0.002504
Greg,0.002499
Jim,0.00248
Philip,0.002452
Darryl,0.002378
Jay,0.002374
Bryan,0.002335
Roy,0.002302
Dean,0.002284
Arthur,0.002232
Willie,0.002217
Bradley,0.002198
Tom,0.00219
Samuel,0.002166
Jack,0.002151
Henry,0.002142
Ronnie,0.00214
Jon,0.002137
Ralph,0.002059
Harold,0.002059
Allen,0.002034
Albert,0.002003
Vincent,0.002002
Victor,0.001992
Troy,0.001976
Darrell,0.001945
Eddie,0.001892
Micheal,0.001866
Bill,0.001857
Louis,0.001836
Stanley,0.001818
Jose,0.001745
Rick,0.001733
Howard,0.001655
Joel,0.001629
Jonathan,0.001615
Dwayne,0.001613
Eugene,0.001601
Leonard,0.001588
Dan,0.001582
Tommy,0.001577
Frederick,0.001537
Mitchell,0.001485
Tracy,0.001476
Marvin,0.001474
Don,0.001462
Lee,0.001455
Ernest,0.001434
Fred,0.001432
Kelly,0.001392
Ray,0.001355
Calvin,0.001327
Melvin,0.001317
Kurt,0.00131
Dave,0.001299
Harry,0.001272
Duane,0.001266
Marc,0.001256
Glen,0.001246
Norman,0.001245
Jerome,0.001221
Brent,0.001183
Karl,0.00118
Earl,0.00117
Kirk,0.001168
Bob,0.00116
Brad,0.00116
Shawn,0.001151
Reginald,0.001143
Edwin,0.001134
Benjamin,0.001109
Kent,0.001103
Francis,0.001086
Clifford,0.001084
Jesse,0.001067
Theodore,0.001064
Alfred,0.001053
Rickey,0.001045
Perry,0.001031
Clarence,0.001017
Bernard,0.000997
Warren,0.000965
Nicholas,0.000964
Brett,0.000959
Juan,0.00095
Kerry,0.000939
Guy,0.000937
Wesley,0.000929
Carlos,0.000926
Gordon,0.000919
Stuart,0.000881
Aaron,0.000873
Alvin,0.000865
Robin,0.000858
Ron,0.000853
Leroy,0.000847
Doug,0.000838
Lance,0.000836
Darren,0.000827
Vernon,0.000821
Gregg,0.000813
Sean,0.000798
Gilbert,0.000792
Kenny,0.000788
Dana,0.000786
Lloyd,0.000783
Herbert,0.000782
Daryl,0.000779
Ted,0.000779
Gene,0.000773
Manuel,0.000771
Dwight,0.00077
Ken,0.00077
Tyrone,0.000754
Leslie,0.000752
Lonnie,0.000739
Antonio,0.000733
Adam,0.000732
Leon,0.000721
Franklin,0.000709
Neil,0.000708
Andre,0.000696
Derrick,0.000695
Nathan,0.000689
Timmy,0.000685
Marty,0.000677
Floyd,0.000668
Maurice,0.000668
Luis,0.000653
Derek,0.00065
Ruben,0.000641
Donnie,0.000638
Andy,0.000637
Kelvin,0.000633
Clyde,0.000624
Allan,0.000623
Lewis,0.00062
Jackie,0.000611
Marcus,0.000607
Gerard,0.000607
Mario,0.000599
Lester,0.000597
Chuck,0.000595
Rex,0.00059
Joey,0.000584
Wade,0.000577
Ricardo,0.000576
Alexander,0.00057
Byron,0.000568
Jimmie,0.000567
Wendell,0.000567
Alex,0.000565
Charlie,0.000565
Sam,0.000555
Leo,0.000545
Clayton,0.000538
Kyle,0.000538
Arnold,0.000537
Randal,0.000536
Freddie,0.000531
Roland,0.000526
Neal,0.000519
Garry,0.000519
Kim,0.000512
Milton,0.000511
Randolph,0.000495
Jason,0.000494
Johnnie,0.000488
Nathaniel,0.000487
Oscar,0.000484
Ross,0.000474
Herman,0.000466
Terrence,0.000462
Clinton,0.000461
Jesus,0.000451
Cecil,0.00045
Harvey,0.000443
Nelson,0.000442
Jessie,0.000441
Roberto,0.000438
Nick,0.000434
Ben,0.000434
Pat,0.000431
Marshall,0.000417
Roderick,0.000417
Clay,0.000416
Fredrick,0.000414
Lynn,0.000413
Matt,0.000412
Hector,0.000411
Chester,0.000411
Raul,0.000408
Clark,0.000408
Clifton,0.000404
Hugh,0.000402
Sidney,0.000389
Jody,0.000386
Geoffrey,0.000383
Miguel,0.000381
Grant,0.000376
Frankie,0.000374
Claude,0.000372
Rudy,0.000363
Sammy,0.000361
Carlton,0.000358
Angelo,0.00035
Terrance,0.00035
Bart,0.000348
Bret,0.000344
Jamie,0.000339
Terence,0.000337
Rocky,0.000337
Wallace,0.000336
Francisco,0.000336
Benny,0.000331
Ramon,0.000328
Rene,0.000324
Pete,0.000324
Edgar,0.000321
Everett,0.000321
Robbie,0.000317
Ivan,0.000311
Angel,0.00031
Morris,0.000308
Myron,0.000307
Jaime,0.000306
Curt,0.000305
Lyle,0.000305
Max,0.000301
Darrel,0.000299
Loren,0.000297
Cedric,0.000297
Stewart,0.000296
Lorenzo,0.000295
Mickey,0.000294
Dewayne,0.000292
Phil,0.000292
Adrian,0.000292
Cary,0.00029
Virgil,0.00029
Pedro,0.000283
Teddy,0.000283
Fernando,0.000282
Christian,0.000281
Ed,0.00028
Orlando,0.000279
Armando,0.000278
Felix,0.000273
Travis,0.000271
Bradford,0.000269
Shane,0.000269
Rafael,0.000268
Rusty,0.000267
Drew,0.000263
Monte,0.000262
Marion,0.000261
