name,percent
John,0.066495
William,0.059672
James,0.041538
George,0.035689
Charles,0.030757
Joseph,0.024759
Frank,0.024098
Robert,0.021166
Edward,0.019084
Harry,0.018547
Henry,0.017861
Thomas,0.01782
Walter,0.016564
Arthur,0.013507
Fred,0.012334
Albert,0.011178
Clarence,0.009657
Roy,0.0076
Willie,0.007286
Samuel,0.00703
Earl,0.006766
Louis,0.006741
Ernest,0.006576
Carl,0.006493
Paul,0.006138
Richard,0.006047
David,0.005981
Joe,0.005956
Raymond,0.005808
Charlie,0.005709
Ralph,0.005254
Elmer,0.004742
Oscar,0.004742
Harold,0.004676
Howard,0.004593
Jesse,0.004469
Will,0.004445
Alfred,0.004379
Daniel,0.004312
Andrew,0.004296
Herbert,0.004288
Benjamin,0.003974
Sam,0.003974
Herman,0.003759
Leo,0.003701
Lee,0.003676
Frederick,0.003569
Francis,0.003453
Michael,0.003362
Jack,0.003346
Lawrence,0.003263
Claude,0.003255
Peter,0.003247
Eugene,0.003238
Clyde,0.00323
Ray,0.003123
Lewis,0.003007
Edwin,0.002925
Floyd,0.0029
Tom,0.002883
Martin,0.002867
Ben,0.002652
Edgar,0.002561
Homer,0.002421
Jacob,0.002412
Chester,0.002404
Grover,0.002388
Harvey,0.002346
Leonard,0.002272
Luther,0.002239
Clifford,0.002222
Guy,0.002206
Otto,0.002123
Jim,0.002107
Russell,0.002032
Leroy,0.002016
Lester,0.002008
Hugh,0.001991
Patrick,0.001933
Ed,0.001859
Anthony,0.001817
Eddie,0.001817
Alexander,0.001801
Bernard,0.001801
Jessie,0.001768
Oliver,0.001768
Stanley,0.00176
Leon,0.001743
Lloyd,0.001743
Theodore,0.001727
Philip,0.001718
Julius,0.001611
Archie,0.001603
Charley,0.001578
Leslie,0.001528
Bert,0.00152
Isaac,0.001504
Ira,0.001495
Allen,0.001487
Percy,0.001462
Stephen,0.001446
Milton,0.001437
Victor,0.001421
Horace,0.001413
Donald,0.001371
Norman,0.001371
Alvin,0.001347
Sidney,0.001347
Everett,0.001322
Emil,0.001314
August,0.001281
Maurice,0.001231
Willis,0.001231
Cecil,0.001214
Dan,0.001181
Warren,0.001157
Marion,0.001148
Rufus,0.001148
Wesley,0.001124
Alex,0.001099
Earnest,0.00109
Glenn,0.001082
Otis,0.001024
Gilbert,0.001008
Harrison,0.000991
Adolph,0.000983
Virgil,0.000983
Jerry,0.000975
Willard,0.000975
Mack,0.00095
Lonnie,0.000942
Nathan,0.000942
Wallace,0.000942
Dave,0.000934
Morris,0.000934
Vernon,0.000925
Melvin,0.000917
Matthew,0.000892
Hubert,0.000884
Jess,0.000884
Max,0.000884
Amos,0.000867
Jay,0.000867
Wilbur,0.000859
Abraham,0.000851
Calvin,0.000851
Emmett,0.000851
Marvin,0.000843
Rudolph,0.000834
Franklin,0.000818
Ollie,0.000818
Marshall,0.00081
Claud,0.000793
Manuel,0.000793
Irving,0.000785
Johnnie,0.000785
Christopher,0.000768
Gus,0.000768
Mark,0.00076
Perry,0.000752
Roland,0.000752
Elbert,0.000735
Nicholas,0.000735
Irvin,0.000727
Roscoe,0.000727
Adam,0.000719
Jeff,0.000719
Felix,0.00071
Reuben,0.00071
Sylvester,0.000702
Jose,0.000694
Dennis,0.000686
