name,percent
Mary,0.054969
Betty,0.032794
Dorothy,0.026064
Helen,0.017076
Margaret,0.015743
Barbara,0.015683
Patricia,0.013507
Joan,0.01328
Doris,0.01325
Ruth,0.012804
Shirley,0.012668
Virginia,0.011311
Dolores,0.010998
Jean,0.010271
Elizabeth,0.009424
Frances,0.00912
Lois,0.008671
Joyce,0.008279
Evelyn,0.008172
Alice,0.00816
Mildred,0.008011
Marilyn,0.007957
Anna,0.007785
Nancy,0.007775
Norma,0.007297
Marie,0.007224
Martha,0.006713
Phyllis,0.006663
Rose,0.006595
Gloria,0.006514
Louise,0.005955
Marjorie,0.005682
Irene,0.005543
Beverly,0.005539
Catherine,0.005399
Ruby,0.005135
Donna,0.00513
Florence,0.005029
Eleanor,0.004987
Annie,0.004933
Ann,0.004747
Rita,0.004689
Lillian,0.004675
Geraldine,0.004671
Thelma,0.004499
Lorraine,0.004428
June,0.004373
Gladys,0.004339
Josephine,0.004271
Theresa,0.0041
Edna,0.004084
Pauline,0.003987
Janet,0.003946
Carol,0.003942
Jane,0.003925
Wanda,0.003873
Juanita,0.003869
Bernice,0.003806
Lucille,0.00371
Marion,0.003688
Edith,0.003662
Grace,0.003615
Audrey,0.003541
Clara,0.003538
Ethel,0.003514
Delores,0.003511
Peggy,0.0035
Wilma,0.003489
Elaine,0.00339
Sarah,0.003361
Hazel,0.003335
Carolyn,0.003192
Emma,0.003047
Jacqueline,0.002925
Charlotte,0.00292
Beatrice,0.002911
Esther,0.002873
Bonnie,0.0028
Billie,0.002778
Marian,0.002754
Joanne,0.002707
Rosemary,0.002704
Anne,0.002654
Kathleen,0.002635
Katherine,0.002599
Willie,0.002589
Eva,0.002588
Elsie,0.002547
Laura,0.002495
Julia,0.002468
Vivian,0.00246
Jeanne,0.002331
Maxine,0.002315
Ida,0.002267
Bertha,0.002239
Gertrude,0.00219
Patsy,0.002184
Sally,0.002182
Maria,0.002181
Ellen,0.002161
Kathryn,0.002155
Agnes,0.002151
Arlene,0.002149
Vera,0.002135
Loretta,0.002125
Jeanette,0.002088
Ella,0.002064
Bessie,0.002043
Alma,0.00204
Eileen,0.002037
Lillie,0.002029
Margie,0.001921
Nellie,0.001901
Jessie,0.001882
Anita,0.001872
Viola,0.001854
