name,percent
Mary,0.046098
Barbara,0.03026
Patricia,0.027602
Linda,0.02679
Carol,0.022074
Sandra,0.018107
Judith,0.017567
Sharon,0.017218
Nancy,0.016711
Betty,0.015055
Carolyn,0.014185
Shirley,0.012416
Judy,0.012114
Margaret,0.011949
Karen,0.011719
Joyce,0.011487
Donna,0.010395
Susan,0.010371
Dorothy,0.010303
Janet,0.009278
Joan,0.009221
Kathleen,0.008468
Elizabeth,0.008121
Diane,0.007892
Virginia,0.007556
Janice,0.007424
Marilyn,0.007069
Helen,0.006827
Martha,0.00676
Gloria,0.006748
Frances,0.006577
Beverly,0.006566
Ruth,0.006521
Bonnie,0.006177
Brenda,0.005875
Jean,0.005639
Ann,0.005452
Alice,0.005328
Phyllis,0.0053
Doris,0.00497
Peggy,0.004535
Carole,0.004531
Lois,0.004272
Jane,0.004203
Marie,0.004165
Elaine,0.004156
Charlotte,0.00382
Catherine,0.003783
Joanne,0.003671
Rose,0.003627
Geraldine,0.003617
Rita,0.003493
Evelyn,0.003423
Pamela,0.003371
Gail,0.003352
Wanda,0.003277
Sally,0.003244
Norma,0.003167
Connie,0.003145
Joann,0.003109
Patsy,0.003031
Diana,0.003022
Jo,0.002997
Anna,0.002953
Jacqueline,0.002919
Roberta,0.002903
Ellen,0.002892
Eileen,0.002852
Annie,0.002833
Louise,0.002817
Sarah,0.002776
Sue,0.002679
Darlene,0.002632
Dolores,0.002576
Kathryn,0.002539
Mildred,0.002526
Sylvia,0.002525
Katherine,0.002518
Marjorie,0.002514
Anne,0.002463
Kay,0.002433
Ruby,0.002415
Glenda,0.002371
Christine,0.002311
Irene,0.002297
Suzanne,0.002286
Rebecca,0.00228
Dianne,0.002224
Loretta,0.002208
Arlene,0.002192
Juanita,0.002148
Sheila,0.002135
Paula,0.002121
Lorraine,0.0021
Rosemary,0.002068
Marcia,0.002067
Julia,0.002066
Anita,0.002054
Delores,0.002043
Theresa,0.002042
Cynthia,0.002017
Cheryl,0.002006
Maria,0.001992
Marlene,0.001992
Maureen,0.00192
Edna,0.001919
Eleanor,0.001902
Josephine,0.001856
Jeanette,0.001781
Constance,0.001779
June,0.001735
Pauline,0.001712
Jeanne,0.001689
Emma,0.001687
Lynda,0.001682
Lillian,0.001666
Laura,0.001665
Edith,0.00166
Georgia,0.001659
Wilma,0.001653
Charlene,0.00164
Vivian,0.001614
Sherry,0.001611
Florence,0.001588
Lucille,0.001568
Ethel,0.001542
Thelma,0.00154
Margie,0.001495
Marion,0.001482
Grace,0.001481
Gladys,0.001474
Marsha,0.001463
Clara,0.001449
Lynn,0.00144
Maryann,0.001429
Kathy,0.001417
Sara,0.001407
Billie,0.00139
Willie,0.00139
Audrey,0.001351
Yvonne,0.00135
Annette,0.001334
Bernice,0.001316
Hazel,0.001292
Pat,0.001282
Priscilla,0.001276
Eva,0.001259
Bobbie,0.001255
Bertha,0.001247
Marian,0.001247
Beatrice,0.001224
Esther,0.001224
Maxine,0.001223
Rosa,0.001169
Ella,0.001159
Julie,0.001132
Joy,0.001121
Lillie,0.001114
Claudia,0.001104
Deanna,0.001096
Gwendolyn,0.001071
Ida,0.001031
Victoria,0.001022
Faye,0.001022
Harriet,0.001005
Paulette,0.001004
Rosalie,0.000992
Gayle,0.000992
Andrea,0.000987
Rachel,0.000955
Caroline,0.000941
Jackie,0.000941
Minnie,0.000939
Alma,0.000932
Emily,0.00093
Lynne,0.000916
Lucy,0.000915
Jessie,0.000913
Vicki,0.000913
Vera,0.000882
Elsie,0.000867
Veronica,0.000865
Mattie,0.000851
Penny,0.000839
Marianne,0.000838
Teresa,0.00083
Patty,0.000826
Stella,0.000824
Rosemarie,0.000817
Bessie,0.000799
Leslie,0.000793
Carrie,0.000791
Rosie,0.000784
Madeline,0.00077
Regina,0.000755
Johnnie,0.000753
Nellie,0.000752
Janie,0.000741
Leona,0.000739
Agnes,0.000734
Dixie,0.000726
Velma,0.000725
Jeannette,0.000722
Carmen,0.000721
Dora,0.00071
Bonita,0.000706
Claire,0.000698
Lana,0.000696
Geneva,0.000693
Michele,0.000666
Valerie,0.000666
Alberta,0.000664
Jacquelyn,0.000656
Nina,0.000652
Angela,0.000649
Deloris,0.000646
Terry,0.000643
Susie,0.000631
Naomi,0.000627
Viola,0.000621
Myra,0.000618
Verna,0.000613
Mae,0.000611
Cora,0.00061
Pearl,0.00061
Sharron,0.000606
Lydia,0.000602
Gertrude,0.000601
Ernestine,0.000599
Nora,0.000596
Marguerite,0.00059
Cecilia,0.000587
Myrna,0.000585
Myrtle,0.000585
Lola,0.000575
Hattie,0.000569
Jill,0.000565
Antoinette,0.000557
Stephanie,0.000557
Ramona,0.000553
Deborah,0.000551
Beth,0.000547
Cecelia,0.000547
Eunice,0.000547
Sandy,0.000547
Lula,0.000544
Bettie,0.000543
Lena,0.000541
Irma,0.000539
Dianna,0.000538
Bette,0.000537
Colleen,0.000536
Dawn,0.000532
Sondra,0.000532
Daisy,0.000528
Bettye,0.000519
Saundra,0.000519
Erma,0.0005
Eloise,0.000499
Violet,0.000498
Iris,0.000496
Miriam,0.000493
Hilda,0.00049
Jennie,0.000488
Toni,0.000485
Marcella,0.000484
Fannie,0.000483
Olivia,0.000482
Della,0.000476
Betsy,0.000463
Ada,0.000459
Bernadette,0.000458
Henrietta,0.000456
Janis,0.000454
Carla,0.000447
Penelope,0.000447
Jan,0.000447
Flora,0.000446
Katie,0.000444
Mamie,0.000441
Jerry,0.000437
Cathy,0.000421
Genevieve,0.00042
Frankie,0.000417
Lee,0.000415
Melba,0.000415
Sheryl,0.00041
Christina,0.000406
Jimmie,0.000403
Faith,0.000397
Maggie,0.000394
Amelia,0.00039
Renee,0.000388
Roseann,0.000387
Nadine,0.000385
Becky,0.000384
Freda,0.000384
Camille,0.00038
Mable,0.000376
Laverne,0.000375
Muriel,0.00037
Reba,0.000369
Francine,0.000368
Sonja,0.000367
Sallie,0.000364
Rosalind,0.000359
Joanna,0.000358
Melinda,0.000355
Beulah,0.000352
Trudy,0.000351
Nelda,0.000348
Glenna,0.000348
Susanne,0.000343
Shelby,0.000341
Gay,0.000339
Lila,0.000339
Claudette,0.000335
Vickie,0.000335
Mabel,0.000334
Eula,0.000332
Inez,0.000331
Kaye,0.000331
Yolanda,0.00033
Fay,0.000328
Natalie,0.000328
Amy,0.000324
Rochelle,0.000324
Helene,0.000323
Denise,0.000322
Lou,0.000318
Wendy,0.000317
Earnestine,0.000312
Gretchen,0.000311
Ina,0.000311
Dale,0.00031
Rosetta,0.000309
Margo,0.000308
Lorna,0.000307
Guadalupe,0.000306
Winifred,0.000305
Opal,0.000303
Nettie,0.000302
Lenora,0.000301
Blanche,0.000299
Patti,0.000299
Polly,0.000298
Sadie,0.000298
Gale,0.000296
Etta,0.000293
Dana,0.000291
Ollie,0.00029
Gracie,0.000285
Lorene,0.000284
Jeannie,0.000284
Judi,0.000284
Celia,0.000283
Melanie,0.000283
Noreen,0.000279
Earlene,0.000277
Jewel,0.000277
Dona,0.000276
Beverley,0.000275
Alicia,0.000275
Ora,0.000275
Rena,0.000271
Molly,0.000269
Gwen,0.000268
Judie,0.000262
Tommie,0.000262
Marylou,0.000261
Vicky,0.000261
Ruthie,0.00026
Estelle,0.000259
Jewell,0.000258
Michelle,0.000258
Adele,0.000256
Estella,0.000256
Darla,0.000255
Edwina,0.000255
Willa,0.000254
Adrienne,0.000252
Marilynn,0.000252
Tina,0.00025
Mona,0.000249
Olga,0.000249
Doreen,0.000249
Arleen,0.000247
Isabel,0.000247
Lupe,0.000247
Dorthy,0.000244
Essie,0.000244
Lela,0.00024
Lenore,0.00024
Harriett,0.000239
Janette,0.000239
Earline,0.000238
Ola,0.000235
Jennifer,0.000234
Pearlie,0.000234
Lucinda,0.000233
Diann,0.000232
Dorothea,0.000232
Robin,0.000231
Josie,0.000231
Meredith,0.000228
Eddie,0.000225
Bernadine,0.000224
Marva,0.000224
Jayne,0.000224
Holly,0.000222
Lavonne,0.00022
Ginger,0.000218
Francis,0.000217
Rosanne,0.000217
Maryanne,0.000215
Eugenia,0.000215
Leah,0.000214
Robbie,0.000214
Carlene,0.000213
Delia,0.000213
Rhoda,0.000213
Margarita,0.00021
Corinne,0.000209
Elva,0.000208
Laurel,0.000208
Monica,0.000208
Fern,0.000208
Hope,0.000206
Jenny,0.000205
Lizzie,0.000205
Nola,0.000203
Addie,0.000201
Johanna,0.000201
Cornelia,0.000201
Iva,0.0002
Leola,0.0002
Sybil,0.0002
Marlys,0.000199
Amanda,0.000198
Lottie,0.000197
Melva,0.000197
Rae,0.000197
Pam,0.000197
Cecile,0.000195
Katharine,0.000195
Mavis,0.000194
Lora,0.000194
Dottie,0.000193
Lynette,0.000192
Clarice,0.000191
Imogene,0.00019
Ilene,0.000189
James,0.000189
Carolee,0.000185
Nita,0.000185
Angelina,0.000183
Jeanie,0.000182
Sonia,0.000182
Laurie,0.00018
Ruthann,0.00018
Jeannine,0.000179
Freddie,0.000178
Jannie,0.000178
Queen,0.000177
Sherrie,0.000177
Kathie,0.000176
Robert,0.000174
Rosalyn,0.000174
Gerry,0.000174
Cleo,0.00017
Elnora,0.000169
Elvira,0.000169
Mollie,0.000169
Antonia,0.000168
Cassandra,0.000168
Alta,0.000166
Cindy,0.000166
Bennie,0.000165
Maryellen,0.000165
Karin,0.000164
Dolly,0.000164
Virgie,0.000164
Candace,0.000162
Carolann,0.000162
Therese,0.000162
Merle,0.000161
Effie,0.00016
John,0.00016
Margery,0.00016
Aurora,0.00016
Angie,0.000159
Darleen,0.000159
Arline,0.000158
Joe,0.000158
Millie,0.000158
Delois,0.000157
Nell,0.000157
Alyce,0.000156
Elena,0.000155
Marietta,0.000155
April,0.000153
Merry,0.000153
Madeleine,0.000153
May,0.000153
Karla,0.000152
Madelyn,0.000152
Goldie,0.000151
Nan,0.000151
Luella,0.000149
Roxie,0.000149
Shelia,0.000149
Clare,0.000148
Helena,0.000146
Aileen,0.000146
Dollie,0.000146
Winnie,0.000146
Carroll,0.000145
Elma,0.000145
Maryjane,0.000144
Sherrill,0.000144
Corrine,0.000144
Dee,0.000144
Ladonna,0.000144
Elinor,0.000142
Leila,0.000142
Loraine,0.000142
Carmela,0.000141
Karon,0.000141
Cherie,0.000141
Elouise,0.000141
Olive,0.000141
Sharen,0.00014
Carrol,0.000139
Cathleen,0.000139
Rosalee,0.000139
Dian,0.000137
Reva,0.000137
Roslyn,0.000137
Melody,0.000137
Tanya,0.000137
Hannah,0.000134
Nona,0.000134
Nikki,0.000132
Sydney,0.000132
Georgette,0.000132
Jeri,0.000132
Terri,0.000132
Consuelo,0.000131
Ila,0.000131
Marilee,0.000131
Melissa,0.000131
Michael,0.000131
Julianne,0.00013
Louella,0.00013
Sammie,0.00013
Karol,0.000128
Peggie,0.000128
Jerilyn,0.000127
Kitty,0.000127
Lucia,0.000127
Wilda,0.000127
Marla,0.000126
Roseanne,0.000125
Roxanne,0.000125
Dinah,0.000125
Jolene,0.000125
Ronnie,0.000125
Angeline,0.000124
Zelma,0.000124
Callie,0.000123
Charles,0.000123
Ingrid,0.000123
Jeraldine,0.000121
Adeline,0.000121
Frieda,0.000121
Retha,0.000121
Georgianna,0.000119
Letha,0.000119
Sonya,0.000118
Charleen,0.000118
William,0.000118
Deanne,0.000117
Heather,0.000116
Celeste,0.000116
Neva,0.000116
Tamara,0.000116
Lisa,0.000115
Ophelia,0.000115
Reta,0.000114
Laraine,0.000114
Nannie,0.000114
Rosella,0.000113
Carolynn,0.000112
Georgie,0.000112
Isabelle,0.000112
Lily,0.000112
Toby,0.000112
Concetta,0.000111
Crystal,0.00011
Ester,0.000109
Lorena,0.000109
Madonna,0.000109
Vernell,0.000109
Portia,0.000109
Donnie,0.000108
Carmella,0.000107
Freida,0.000107
Jamie,0.000107
Jana,0.000107
Karolyn,0.000107
Odessa,0.000107
Sharlene,0.000107
Sheri,0.000107
Lilly,0.000107
Corine,0.000106
Florine,0.000106
Minerva,0.000105
Yvette,0.000105
Flossie,0.000104
George,0.000104
Bobby,0.000103
Jeanine,0.000102
Lelia,0.000102
Lessie,0.000102
Cherry,0.000102
Elisabeth,0.000102
Lona,0.000102
Shari,0.000102
Esperanza,0.000101
Justine,0.000101
Lucile,0.000101
Gearldine,0.0001
Claudine,0.0001
Jerrie,0.0001
Shannon,0.0001
