name,percent
Robert,0.05314
James,0.050101
John,0.04532
William,0.038272
Richard,0.030726
Charles,0.028411
Donald,0.02788
George,0.018009
Joseph,0.016823
Thomas,0.016175
Edward,0.013524
Ronald,0.011834
David,0.011777
Paul,0.011616
Kenneth,0.011193
Frank,0.010734
Jack,0.009635
Harold,0.009359
Raymond,0.009329
Billy,0.008766
Walter,0.007616
Gerald,0.007278
Eugene,0.007202
Henry,0.00659
Arthur,0.006397
Bobby,0.006373
Joe,0.006289
Carl,0.006071
Ralph,0.006057
Albert,0.005959
Jerry,0.005953
Willie,0.005859
Franklin,0.005252
Fred,0.005179
Harry,0.005039
Howard,0.004895
Norman,0.004857
Lawrence,0.004819
Roy,0.004811
Louis,0.004605
Earl,0.004294
Daniel,0.004229
Clarence,0.004191
Marvin,0.004044
Francis,0.004013
Anthony,0.003897
Leonard,0.003881
Roger,0.003843
Herbert,0.003611
Ernest,0.003604
Melvin,0.003512
Wayne,0.003497
Michael,0.003481
Don,0.003386
Stanley,0.003365
Leroy,0.003286
Alfred,0.0032
Larry,0.003189
Bill,0.003156
Peter,0.003069
Samuel,0.003049
Ray,0.002978
Bernard,0.002948
Jimmy,0.002873
Dale,0.002866
Gene,0.002724
Russell,0.00264
Theodore,0.00256
Floyd,0.00249
Philip,0.002481
Gordon,0.002471
Jimmie,0.002439
Lloyd,0.002369
Glenn,0.002317
Andrew,0.002301
Leo,0.0023
Edwin,0.002283
Frederick,0.002277
Lee,0.002257
Gary,0.002213
Douglas,0.002208
Bob,0.002177
Vernon,0.002163
Allen,0.002162
Leon,0.002141
Clifford,0.002117
Clyde,0.002097
Alvin,0.002081
Martin,0.002026
Johnny,0.00201
Lewis,0.002
Bruce,0.001996
Eddie,0.001977
Vincent,0.001947
Charlie,0.00194
Herman,0.001912
Harvey,0.001858
Jim,0.001842
Warren,0.001772
Jesse,0.001769
Elmer,0.001749
Duane,0.00173
Arnold,0.001713
Gilbert,0.001671
Jerome,0.00166
Dennis,0.001655
Curtis,0.00165
Lester,0.001613
Tommy,0.001596
Patrick,0.001542
Cecil,0.001473
Calvin,0.001462
Milton,0.001459
Roland,0.001448
Johnnie,0.001432
Victor,0.001399
Tom,0.001397
Benjamin,0.001382
Chester,0.001371
Wallace,0.001341
Sam,0.001322
Alan,0.001316
Glen,0.00131
Jackie,0.00131
Phillip,0.001298
Stephen,0.001294
Dean,0.001287
Keith,0.001287
Maurice,0.001285
Willard,0.001254
Claude,0.001223
Roosevelt,0.001184
Marion,0.001169
Manuel,0.001162
Edgar,0.00116
Jose,0.001149
Leslie,0.001144
Virgil,0.001116
Everett,0.001102
Max,0.001102
Hugh,0.001096
Oscar,0.001091
Jessie,0.001062
Dick,0.001026
Ted,0.001023
Billie,0.001017
Darrell,0.001012
Wesley,0.001011
Neil,0.000977
Homer,0.000945
Sidney,0.000931
Jay,0.000927
Dan,0.00092
Allan,0.000917
Hubert,0.00091
Freddie,0.000908
Delbert,0.000903
Lyle,0.000897
Wilbur,0.000881
Nicholas,0.00087
Lowell,0.000866
Luther,0.000858
Ben,0.00085
Horace,0.000847
Morris,0.000847
Earnest,0.000844
Rudolph,0.000833
Junior,0.000801
Bennie,0.000798
Tony,0.000796
Willis,0.000795
Guy,0.000772
Rodney,0.000767
Carroll,0.000761
Otis,0.000742
Lonnie,0.000722
Clifton,0.000715
Steve,0.000714
Nathaniel,0.000713
Mark,0.000681
Karl,0.000668
Marshall,0.000661
Salvatore,0.000659
Alton,0.000654
Joel,0.000654
Alexander,0.00065
Clayton,0.000646
Archie,0.000645
Leland,0.000632
Clinton,0.000629
Juan,0.000617
Orville,0.000615
Wilbert,0.000613
Rex,0.000612
Bobbie,0.000606
Doyle,0.000598
Alex,0.000588
Oliver,0.000582
Wendell,0.00058
Benny,0.000579
Ira,0.00057
Matthew,0.000569
Mike,0.000562
Nelson,0.00056
