name,percent
Mary,0.056757
Anna,0.025284
Ruth,0.01624
Margaret,0.015828
Elizabeth,0.014922
Helen,0.014425
Florence,0.014345
Ethel,0.013847
Emma,0.013177
Bertha,0.01165
Clara,0.011241
Minnie,0.011144
Alice,0.010806
Edna,0.010558
Bessie,0.010442
Grace,0.010247
Annie,0.009994
Ida,0.009976
Marie,0.009821
Lillian,0.009736
Mabel,0.009727
Hazel,0.00911
Rose,0.008933
Gertrude,0.00804
Martha,0.008014
Pearl,0.007974
Nellie,0.007858
Ella,0.007814
Myrtle,0.007809
Edith,0.007694
Laura,0.007472
Eva,0.007405
Sarah,0.007246
Frances,0.007201
Elsie,0.007041
Carrie,0.006442
Louise,0.006424
Agnes,0.006185
Esther,0.006136
Julia,0.006069
Lillie,0.005998
Catherine,0.005927
Hattie,0.005838
Cora,0.005807
Jennie,0.005652
Lena,0.005598
Mattie,0.005581
Jessie,0.005399
Maude,0.005337
Josephine,0.00523
Irene,0.004933
Blanche,0.004773
Mae,0.004755
Alma,0.004684
Ada,0.004666
Lucy,0.0046
Lula,0.004591
Gladys,0.004515
Mamie,0.004489
Mildred,0.004475
Fannie,0.004453
Katherine,0.004275
Stella,0.004111
Maggie,0.003934
Dora,0.003894
Viola,0.003725
Nora,0.003663
Dorothy,0.003645
Ellen,0.003543
Rosa,0.003507
Ruby,0.003414
Sadie,0.003134
May,0.003077
Effie,0.002992
Nettie,0.002966
Della,0.00293
Willie,0.002877
Susie,0.002859
Marguerite,0.002833
Beulah,0.002761
Lydia,0.002655
Olive,0.002615
Lizzie,0.002593
Daisy,0.002544
Beatrice,0.002504
Pauline,0.00242
Georgia,0.002402
Nancy,0.002389
Flora,0.002384
Kathryn,0.002371
Vera,0.002371
Lottie,0.002362
Marion,0.002362
Sallie,0.002291
Emily,0.002246
Katie,0.002238
Virginia,0.002211
Etta,0.002158
Caroline,0.002144
Charlotte,0.002113
Theresa,0.002082
Leona,0.002056
Ollie,0.002038
Evelyn,0.002029
Harriet,0.0019
Addie,0.001847
Hilda,0.00182
Henrietta,0.001816
Anne,0.001776
Ann,0.001763
Eleanor,0.001763
Nannie,0.00174
Amanda,0.001718
Amelia,0.001709
Lola,0.001709
Iva,0.001705
Lucille,0.001634
Mollie,0.001629
Maud,0.001625
Lela,0.001589
Rebecca,0.001589
Susan,0.001581
Jane,0.001572
Ora,0.001554
Bernice,0.00151
Estelle,0.001487
Eula,0.001474
Nina,0.001465
Estella,0.001461
Matilda,0.001456
Inez,0.001443
Kate,0.001434
Loretta,0.001434
Rachel,0.001425
Eunice,0.001376
Hannah,0.00135
Lulu,0.00135
Goldie,0.001336
Betty,0.001323
Flossie,0.001314
Mable,0.001305
Verna,0.001296
Sara,0.001288
Sylvia,0.00127
Belle,0.001261
Amy,0.001248
Alta,0.001216
Eliza,0.001208
Ola,0.001172
Olga,0.001163
Augusta,0.001154
Lois,0.001154
Essie,0.001145
Frieda,0.001137
Barbara,0.001132
Maria,0.001132
Violet,0.001128
Ina,0.001101
Sophia,0.001097
Christine,0.001088
Genevieve,0.001079
Rosie,0.001074
Sophie,0.001043
Josie,0.001034
Marjorie,0.001034
Winifred,0.00103
Freda,0.001026
Victoria,0.000994
Celia,0.000972
Irma,0.000955
Jean,0.000955
Mayme,0.000955
Allie,0.00095
Winnie,0.00095
Janie,0.000937
Selma,0.000937
Isabelle,0.00091
Tillie,0.000897
Luella,0.000884
Millie,0.000879
Callie,0.000861
Delia,0.000861
Lucile,0.000861
Madeline,0.000844
Fern,0.000839
Isabel,0.000839
Norma,0.000839
Nell,0.00083
Naomi,0.000826
Rena,0.000826
Vivian,0.000821
Cecelia,0.000808
Virgie,0.000799
Alberta,0.000795
Leila,0.000768
Kathleen,0.000755
Bess,0.00075
Bertie,0.000741
Leah,0.000741
Lila,0.000741
Elva,0.000693
Velma,0.000693
Erma,0.000688
Hester,0.000688
Johanna,0.000688
Dollie,0.000675
Geneva,0.000675
Birdie,0.000662
Cornelia,0.000657
Mathilda,0.000657
Carolyn,0.000648
Lora,0.000648
Hallie,0.000644
Adelaide,0.000639
Adele,0.000639
Jeanette,0.00063
Adeline,0.000626
Marian,0.000622
Christina,0.000617
Jeannette,0.000617
Gussie,0.000613
Hulda,0.000608
Lou,0.000608
Rhoda,0.000604
Doris,0.000595
Sally,0.000595
Hettie,0.00059
Lelia,0.00059
Teresa,0.000586
Bettie,0.000573
Elma,0.000573
Louisa,0.000573
Katharine,0.000568
Roxie,0.000564
Cecilia,0.000559
Opal,0.000546
